会員ID,登録エリア,登録エリアA,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリアA,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答前に訪問した主な場所FA,エリア総消費額,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
137796,web,,男,1959,65,60代,兵庫県,西宮市,500万円以上 600万円未満,mobile/iphone,2024-03-17 11:03:01,3月,スーベニアショップふらぷとる エリア,スーベニアショップふらぷとる エリア,25.スーベニアショップふらぷとる エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,酒蔵見学,"在来線
",0,0,0,1,0,0,0,0,"旅行会社ツアーバス
",0,0,0,0,1,0,0,0,0,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,使わない,とても満足,,とても満足,,感じなかった,,10,,,機会があれば行きたい,
113526,越前大野城・城下町 エリア,,女,1964,60,60代,兵庫県,西宮市,700万円以上 800万円未満,mobile/iphone,2024-03-17 11:02:06,3月,スーベニアショップふらぷとる エリア,スーベニアショップふらぷとる エリア,25.スーベニアショップふらぷとる エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,酒蔵めぐり,"在来線
",0,0,0,1,0,0,0,0,"旅行会社ツアーバス
",0,0,0,0,1,0,0,0,0,不満,"ハピバスのガイドが下手すぎる
もっと訓練してから客前に出るべき","10,000円以上 20,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",2～5回目,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,使わない,どちらでもない,,どちらでもない,,感じなかった,,6,,,また行きたい（1年以内）,
140275,JR敦賀駅前 エリア,JR敦賀駅前 エリア,女,1967,57,50代,大阪府,高槻市,600万円以上 700万円未満,mobile/android,2024-03-17 11:00:25,3月,メガネストリート エリア,メガネストリート エリア,45.メガネストリート エリア,鯖江市,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,日帰り,恋人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,温泉,"在来線
",0,0,0,1,0,0,0,0,"在来線
徒歩
",0,0,0,1,0,0,1,0,0,,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,選択なし/該当施設なし,福井駅前,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,満足,,感じなかった,,6,,,また行きたい（1年以内）,
148343,湖上館パムコ（水月湖）エリア,湖上館パムコ（水月湖）エリア,女,1986,38,30代,愛知県,名古屋市千種区,"900万円以上 1,000万円未満",mobile/iphone,2024-03-17 10:58:39,3月,JR芦原温泉駅 エリア,JR芦原温泉駅 エリア,16.JR芦原温泉駅 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,夫婦2人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新幹線開通,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",初めて,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,あわら温泉街,,選択なし/該当施設なし,,"1,000円未満",とても満足,日経新聞に載っていたお土産ランキングのシュークリームが買えました！,とても満足,,感じなかった,,10,,,また行きたい（1年以内）,"福井は人生3回目！
芦原温泉は毎回来ています。ご飯も美味しかったので、いちほまれをスーパーで買いました！
また遊びにきます！"
140275,JR敦賀駅前 エリア,JR敦賀駅前 エリア,女,1967,57,50代,大阪府,高槻市,600万円以上 700万円未満,mobile/android,2024-03-17 10:58:19,3月,JR敦賀駅前 エリア,敦賀マンテンホテル駅前,63.JR敦賀駅前 エリア,敦賀市,嶺南東部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,日帰り,恋人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,温泉,"在来線
",0,0,0,1,0,0,0,0,"在来線
",0,0,0,1,0,0,0,0,0,満足,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,使わない,どちらでもない,,満足,,感じなかった,,10,,,また行きたい（1年以内）,
140275,JR敦賀駅前 エリア,JR敦賀駅前 エリア,女,1967,57,50代,大阪府,高槻市,600万円以上 700万円未満,mobile/android,2024-03-17 10:56:23,3月,紫式部公園 エリア,紫式部公園 エリア,41.紫式部公園 エリア,越前市,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,日帰り,恋人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,温泉,"在来線
",0,0,0,1,0,0,0,0,"在来線
その他
",0,0,0,1,0,0,0,0,シャトルバス,満足,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",満足,,とても満足,大河ドラマ館も近くにあって良い,感じた,大河ドラマ館と公園もバスがあると助かる,7,,,また行きたい（1年以内）,
140275,JR敦賀駅前 エリア,JR敦賀駅前 エリア,女,1967,57,50代,大阪府,高槻市,600万円以上 700万円未満,mobile/android,2024-03-17 10:52:11,3月,北ノ庄 エリア,北ノ庄 エリア,03.北ノ庄 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,日帰り,恋人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,温泉,"在来線
",0,0,0,1,0,0,0,0,"在来線
徒歩
",0,0,0,1,0,0,1,0,0,,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,選択なし/該当施設なし,お蕎麦屋さん,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,満足,駅近の山に色々あって満足です,感じなかった,,8,ファミリーにも楽しめる,,また行きたい（1年以内）,
152044,web,,男,1967,57,50代,東京都,中野区,"1,500万円以上",mobile/android,2024-03-17 10:49:37,3月,金ヶ崎 エリア,金ヶ崎 エリア,64.金ヶ崎 エリア,敦賀市,嶺南東部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,夫婦2人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新幹線に乗車する,"新幹線
",0,0,1,0,0,0,0,0,"徒歩
",0,0,0,0,0,0,1,0,0,,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京のアンテナショップ,氣比神宮,,気比の松原,,"1,000円未満",とても満足,,満足,,感じなかった,,5,,,機会があれば行きたい,
152042,レインボーライン エリア,レインボーライン エリア,女,1969,55,50代,東京都,中野区,分からない/無回答,mobile/android,2024-03-17 10:49:09,3月,金ヶ崎 エリア,金ヶ崎 エリア,64.金ヶ崎 エリア,敦賀市,嶺南東部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,夫婦2人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新幹線開通,"新幹線
",0,0,1,0,0,0,0,0,"徒歩
",0,0,0,0,0,0,1,0,0,満足,敦賀駅から気比神社と歩いて散策出来て、ちょうど良いです,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,氣比神宮,,気比の松原,,"1,000円未満",どちらでもない,,満足,,感じなかった,,5,,,機会があれば行きたい,
152044,web,,男,1967,57,50代,東京都,中野区,"1,500万円以上",mobile/android,2024-03-17 10:48:10,3月,JR敦賀駅前 エリア,ホテルグランビナリオ敦賀,63.JR敦賀駅前 エリア,敦賀市,嶺南東部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,夫婦2人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新幹線に乗車する,"新幹線
",0,0,1,0,0,0,0,0,"路線バス
",0,0,0,0,0,1,0,0,0,満足,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",11回目以上,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京のアンテナショップ,福井県年縞博物館,,気比の松原,,"10,000円以上 20,000円未満",満足,,満足,,感じなかった,,5,,,機会があれば行きたい,
151975,web,,男,1975,49,40代,福井県,福井市,"900万円以上 1,000万円未満",mobile/iphone,2024-03-17 10:47:38,3月,道の駅みくに ふれあいパーク三里浜 エリア,道の駅みくに ふれあいパーク三里浜 エリア,15.道の駅みくに ふれあいパーク三里浜 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"宿でのんびり過ごす
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,不満,,"1,000円未満",使わない,使わない,2～5回目,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",不満,,どちらでもない,,感じなかった,,9,,,機会があれば行きたい,
152108,敦賀市立博物館 エリア,敦賀市立博物館 エリア,男,1976,48,40代,大阪府,大阪市北区,600万円以上 700万円未満,mobile/iphone,2024-03-17 10:46:03,3月,越前大野城・城下町 エリア,越前大野城・城下町 エリア,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,自分ひとり,"お祭りやイベントへの参加・見物
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"在来線
",0,0,0,1,0,0,0,0,"在来線
",0,0,0,1,0,0,0,0,0,満足,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",初めて,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,敦賀,一乗谷朝倉氏遺跡,,"5,000円以上 10,000円未満",満足,,満足,,感じなかった,,7,,,機会があれば行きたい,
140275,JR敦賀駅前 エリア,JR敦賀駅前 エリア,女,1967,57,50代,大阪府,高槻市,600万円以上 700万円未満,mobile/android,2024-03-17 10:45:47,3月,道の駅「西山公園」 エリア,道の駅 西山公園,44.道の駅「西山公園」 エリア,鯖江市,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,日帰り,恋人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,温泉,"在来線
",0,0,0,1,0,0,0,0,"在来線
徒歩
",0,0,0,1,0,0,1,0,0,満足,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,選択なし/該当施設なし,紫式部公園,選択なし/該当施設なし,メガネミュージアム,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,8,,,また行きたい（1年以内）,
152189,道の駅「禅の里」 エリア,道の駅「禅の里」 エリア,女,1982,42,40代,福井県,福井市,800万円以上 900万円未満,mobile/iphone,2024-03-17 10:45:04,3月,道の駅「禅の里」 エリア,道の駅「禅の里」 エリア,35.道の駅「禅の里」 エリア,永平寺町,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,中学生以上連れの家族,"お祭りやイベントへの参加・見物
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"1,000円未満","3,000円以上 5,000円未満",初めて,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,満足,,感じなかった,,8,,,福井県在住,
152174,JR敦賀駅前 エリア,ホテルグランビナリオ敦賀,男,1981,43,40代,大阪府,吹田市,400万円以上 500万円未満,mobile/iphone,2024-03-17 10:41:07,3月,JR敦賀駅前 エリア,ホテルグランビナリオ敦賀,63.JR敦賀駅前 エリア,敦賀市,嶺南東部,,2泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,滋賀県,小学生以下連れの家族,"お祭りやイベントへの参加・見物
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,大阪からは乗り継ぎが良くない,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",2～5回目,"観光展・物産展
観光パンフレット・ポスター
",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,プラレール,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,限定品のお土産には注釈が欲しかった,満足,プラレールで遊べた,感じた,駐車場、無料では無理でしょうか。,9,ご飯美味しい,構内でのご飯屋さんは難しいか。,機会があれば行きたい,品質の高い蟹を手軽に味わえるところはないか。
140275,JR敦賀駅前 エリア,JR敦賀駅前 エリア,女,1967,57,50代,大阪府,高槻市,600万円以上 700万円未満,mobile/android,2024-03-17 10:39:16,3月,あわら湯のまち エリア,あわら湯のまち エリア,17.あわら湯のまち エリア,あわら市,あわら市・坂井市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,日帰り,恋人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,温泉,"在来線
",0,0,0,1,0,0,0,0,"タクシー
",0,0,1,0,0,0,0,0,0,とても満足,ワンコインの利用はありがたい,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,満足,,感じた,飲食店が少ない。JRの駅前で済ませたほうが良い感じだったので、その旨もっとアピールしてほしい,7,,JRの駅前に揃うのはいい,また行きたい（1年以内）,
152188,あわら湯のまち エリア,グランディア芳泉,男,1987,37,30代,石川県,小松市,"1,000万円以上 1,200万円未満",mobile/iphone,2024-03-17 10:35:52,3月,あわら湯のまち エリア,グランディア芳泉,17.あわら湯のまち エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"30,000円以上 40,000円未満",使わない,"3,000円以上 5,000円未満",初めて,"インターネット・アプリ
友人・知人
",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"10,000円以上 20,000円未満",とても満足,宿泊施設がとてもよかった,とても満足,お風呂とご飯がとてもよかった,感じなかった,,10,"宿と食事がとても良かった
お風呂も綺麗だった",,また行きたい（1年以内）,サウナとキャンプが好きなので、もっと施設ができたら遊びに来たい
122033,web,,女,1972,52,50代,福井県,吉田郡,100万円未満,mobile/android,2024-03-17 10:35:03,3月,道の駅「禅の里」 エリア,道の駅「禅の里」 エリア,35.道の駅「禅の里」 エリア,永平寺町,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"徒歩
",0,0,0,0,0,0,1,0,0,とても満足,近所のため,"3,000円以上 5,000円未満",使わない,"3,000円以上 5,000円未満",11回目以上,"新聞・雑誌・ガイドブック
Facebook
",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,選択なし/該当施設なし,,道の駅「越前おおの荒島の郷」,,"3,000円以上 5,000円未満",とても満足,,とても満足,食のイベントが多彩で楽しんでます,感じなかった,,10,"食のイベントが多彩
中のフードコートも美味しくもっと知ってほしいから",,福井県在住,
152187,新庄 渓流の里 エリア,新庄 渓流の里 エリア,女,1990,34,30代,大阪府,高槻市,"900万円以上 1,000万円未満",mobile/iphone,2024-03-17 10:33:33,3月,新庄 渓流の里 エリア,新庄 渓流の里 エリア,80.新庄 渓流の里 エリア,美浜町,嶺南東部,三方五湖DMO(株),3泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,愛知県、岐阜県,小学生以下連れの家族,"宿でのんびり過ごす
地元の美味しいものを食べる
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",とても満足,"子供のために釣りにきたので、エリアが決まっていて魚もいる状況を作っていただいたので釣りやすく良かった。
また、旅行中のため手ぶらでこれて良かった。",とても満足,案内もわかりやすく全ての場所がコンパクトにまとまっているのでわかりやすい,感じなかった,,10,子連れの友人が多いためあまり人に気を遣わず過ごせる点をお勧めしたい,特になし,また行きたい（1年以内）,子連れでも体験できる自然の施設がさらに増えると嬉しいです
152186,道の駅「三方五湖」  エリア,道の駅「三方五湖」 エリア,男,1984,40,40代,福井県,敦賀市,分からない/無回答,mobile/iphone,2024-03-17 10:25:09,3月,道の駅「三方五湖」  エリア,道の駅「三方五湖」 エリア,83.道の駅「三方五湖」 エリア,若狭町,嶺南東部,三方五湖DMO(株),1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,自分ひとり,"アウトドア（海水浴、釣り、登山など）
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,レインボーライン,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,キャンプ場を今回利用したが設備がとても良い,満足,,感じなかった,,7,,,機会があれば行きたい,
127156,web,,男,1970,54,50代,三重県,伊勢市,400万円以上 500万円未満,mobile/android,2024-03-17 10:21:05,3月,道の駅「西山公園」 エリア,道の駅 西山公園,44.道の駅「西山公園」 エリア,鯖江市,丹南,,1泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県加賀市,恋人,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
まちあるき、都市散策
",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,町全体が、観光客を歓迎している雰囲気があって来て良かったと思います。,"20,000円以上 30,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",2～5回目,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,氣比神宮,,道の駅「一乗谷あさくら水の駅」,,"1,000円以上 3,000円未満",とても満足,"レッサーパンダがかわいい。
来て良かった。
もっとPRしても良い名所だと思います。",とても満足,"食べ物も美味しい
やまうにやなすが美味しかった。",感じなかった,,10,"旅行に最適
楽しい","地酒
楽しみたい",また行きたい（1年以内）,"見るだけではなく、乗ったり、走ったりする
恐竜のアクティビィがあると子供に喜ばれると思います。
越前そば選手権などもやってみてはどうでしょうか？好太郎さんという店が美味しかった。"
152050,道の駅「若狭おばま」 エリア,道の駅「若狭おばま」 エリア,女,1970,54,50代,石川県,河北郡,500万円以上 600万円未満,mobile/android,2024-03-17 10:06:50,3月,明通寺 エリア,明通寺 エリア,73.明通寺 エリア,小浜市,嶺南西部,(株)まちづくり小浜,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,国分寺 (小浜市),,多田寺,,"1,000円未満",とても満足,各寺で丁寧な説明をして頂いた,とても満足,,感じなかった,,9,,,機会があれば行きたい,
152061,スーベニアショップふらぷとる エリア,スーベニアショップふらぷとる エリア,男,1958,66,60代,愛知県,名古屋市緑区,"900万円以上 1,000万円未満",mobile/iphone,2024-03-17 09:47:34,3月,スキージャム勝山 エリア,スキージャム勝山 エリア,27.スキージャム勝山 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),2泊,2泊,奥越前エリア（勝山市・大野市）,福井県外には宿泊しない,小学生以下連れの家族,"テーマパーク（遊園地、動物園、博物館など）
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"在来線
",0,0,0,1,0,0,0,0,"在来線
",0,0,0,1,0,0,0,0,0,,,"30,000円以上 40,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,福井県立恐竜博物館,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",満足,,満足,,感じなかった,,8,,,機会があれば行きたい,
152179,越前大野城・城下町 エリア,越前大野城・城下町 エリア,男,1965,59,50代,埼玉県,さいたま市北区,"1,500万円以上",mobile/android,2024-03-17 09:42:37,3月,越前大野城・城下町 エリア,越前大野城・城下町 エリア,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,,4泊以上,3泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,石川県金沢市,自分ひとり,"名所、旧跡の観光
テーマパーク（遊園地、動物園、博物館など）
ドライブ・ツーリング
",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",初めて,"観光展・物産展
観光パンフレット・ポスター
インターネット・アプリ
",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,一乗谷朝倉氏遺跡,,福井県立恐竜博物館,,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,10,,,また行きたい（1年以内）,
152178,あわら湯のまち エリア,グランディア芳泉,女,1959,65,60代,奈良県,大和郡山市,"900万円以上 1,000万円未満",mobile/iphone,2024-03-17 09:41:23,3月,あわら湯のまち エリア,グランディア芳泉,17.あわら湯のまち エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,法事,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"30,000円以上 40,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",満足,,とても満足,,感じなかった,,8,グランディアほうせんのお部屋、食事がよかった,,機会があれば行きたい,
150818,かずら橋 エリア,かずら橋 エリア,女,1994,30,30代,福井県,坂井市,300万円以上 400万円未満,mobile/android,2024-03-17 09:37:30,3月,三国湊 エリア,三国湊 エリア,09.三国湊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,日帰り,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,恋人,"温泉や露天風呂
地元の美味しいものを食べる
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",11回目以上,"観光パンフレット・ポスター
インターネット・アプリ
Instagram
",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,10,,,福井県在住,
