親番号,子番号,施設名称,電話番号,〒,住所,経度,緯度,営業時間,定休日,店舗URL,施設説明文
300060,1,若狭海遊バザール 千鳥苑,0770-38-1011,919-1208,美浜町坂尻43-3-1,135.9681017,35.621883,10:00～16:00,"年末年始
",https://www.heshiko.com/,"海の風、海の音、そして潮の香り。宿のすぐ後ろに広がる菅浜のオーシャンビューを眺めながら、ゆったりのんびりプライスレスな時間を過ごしませんか？日頃の疲れを癒し、心穏やかになれる場所。ここでしか味わえない若狭美浜の新鮮な食材を使ったお料理の数々もお楽しみください。
若狭の海が目の前に広がる、絶景の若狭海遊バザール千鳥苑が海の駅としてリニューアルしました。食事処、みやげコーナーの他、若狭地域の魅力を伝える観光案内所、あし湯も備えます。若狭湾を見ながら、季節・天候を問わずバーベキューを楽しめる「海鮮千鳥」も併設。
"
300060,2,たなべ旅館,0770-38-1432,919-1203,福井県三方郡美浜町菅浜110-48-1,135.975808,35.653186,-,-,https://www.tanaberyokan.com/,
300061,1,道の駅「五湖の駅」,0770-32-3339,919-1123,三方郡美浜町久々子72-1,135.927699,35.602293,"平日　 　9:30～17:00
土日祝 　9:30～17:30","夏季以外は火曜定休
年末年始",https://www.gokonoeki.jp/,「へしこ」をはじめとする地元特産品などのお土産を多数取り揃えています。また、名物「へしこ」のお茶漬けやおにぎりをお召し上がりいただけます。
300061,2,若狭美浜HAMABERRY ～いちごの郷みはま～,0770-47-6099,919-1141,福井県三方郡美浜町郷市14-11,135.936368,35.603731,9:00~17:00,月曜,https://hamaberry.com/,美浜駅から徒歩2～3分。約8000平方メートルの敷地に、ガラス張りの観光農園1棟、ビニールハウス4棟、育苗施設2棟がある。2020年度に着工して21年10月末に完成させていた。イチゴは、甘みが特徴の「かおり野」や酸味と甘みがある「紅ほっぺ」など7品種で、計約2万株植えている。施設入り口には、巨大なイチゴのモニュメントを設置しており、記念撮影ができる
300062,1,道の駅「若狭熊川宿」,0770-62-9111,919-1532,若狭町熊川11-1-1,135.906112,35.440661,"【3月～11月】売店9:00～18:00　食堂9:00～16:00
【12月～2月】売店9:30～17:30　食堂9:30～16:00",3月・6月・9月・12月の第2木曜日、年末年始,http://kumagawajuku.jp/,熊川宿の入口に位置し、町の景観に溶け込むような白壁の土蔵造の建物が目印の道の駅若狭熊川宿。トイレ・休憩所・食事処などを備えていますので、ドライブ途中の休憩に利用ください。
300062,2,八百熊川,0770-62-1777,919-1532,福井県三方上中郡若狭町熊川 30-6-1,135.900905,35.443406,9:00~17:00,日、祝,https://yao-kumagawa.com/,"熊川宿は京と若狭をつなぐ山あいの宿場町です。
多くの旅人がからだを休めてきた宿場町にはゆったりした時間が流れています。

八百熊川やおくまがわはここ熊川宿で、古民家を活かしたお宿と、
自然のめぐみをお届けするオンラインストアを運営しています。
お宿ではこころもからだも休まる古民家ならではのお部屋づくりに、
オンラインストアでは山、里、海、湖のめぐみを活かす手仕事にこだわっています。

八百熊川という名前には、
八百万の神がつくる地域の恵みを感じてほしいという想いと、
熊川宿周辺のすべてを楽しんでいただきたいという想いをこめました。

そんな想いを通じ、日々の暮らしが豊かになるような、
みなさまと熊川宿のささやかなつながりをつくることができればと願っています。"
300062,3,まる志ん,0770-62-0221,919-1532,福井県三方上中郡若狭町熊川39-11-1,135.901308,35.443566,午前10:00～午後4:00　　都合により変更の場合もあります。,毎週水曜日　 但し臨時休業をする場合もあります。（年始とお盆）,http://www.eonet.ne.jp/~marushin/,"熊川宿の中心にある「まる志ん」。　葛もち、葛きり、葛まんじゅうなどの葛にこだわった専門店。
また、国産の生サバのみで仕込む、自家製の鯖寿し専門店としても有名。"
300063,1,道の駅「三方五湖」,0770-45-0113,919-1331,若狭町鳥浜122-31-1,135.8942762,35.5600831,9:00～18:00,第1火曜日（祝日の場合は翌日） 、年末年始 　※7月～8月無休,http://www.wakasa-mikatagoko.jp/search/entry/michinoeki-mikatagoko.html,景勝地「三方五湖」に面し、テラスから臨む四季おりおりの眺めや飛来する野鳥が心を落ち着かせる。日本海側最大の梅の産地であることから直売所には梅加工品が数多く取揃い、旬の時期には店内にいい香りが漂う。レンタサイクルも完備し、天気の良い日にはサイクリングの発着点として利用されている。観光案内所では観光施設や宿泊案内を、野鳥観察棟ではラムサール条約登録の湿地や野鳥のきめ細かい情報を提供している。
300063,2,湖上館パムコ,0770-47-5344,919-1461,福井県三方上中郡若狭町海山６４−９−１,135.863736,35.588041,9:00～18:00,無休,https://www.pamco-net.com/,"福井県の南にある若狭町。日本海、三方五湖、常神半島と、四方を自然に囲まれたこの町に「湖上館PAMCO（パムコ）」はあります。旅館でもなければ、ホテルでも民宿でもペンションでもないノーボーダーな宿。
「PAMCO」とは「Passionate Movement for Communication」"
300063,3,福井県年縞博物館,0770-45-0456,919-1331,若狭町鳥浜122-12-1,135.8963466,35.5587569,9:00～17:00（入館は16:30まで）,毎週火曜日、年末年始（12月29日～1月2日）,http://varve-museum.pref.fukui.lg.jp/,名勝三方五湖の一つ、水月湖の底には過去7万年分の堆積物が縞模様を形成している。この縞々「年縞（ねんこう）」は、年代測定の世界標準のものさしとして認められています。館内では、世界一の長さを誇る7万年・45mの年縞をステンドグラスとして展示。お食事ができるカフェも併設しています。
300063,4,若狭三方縄文博物館,0770-45-2270,919-1331,福井県三方上中郡若狭町鳥浜１２２−１２−１,135.8963738,35.5587605,9:00～17:00（入館は16:30まで）,毎週火曜日(祝日等の場合はその翌日) ／ 年末年始／燻蒸による臨時休館,http://www.town.fukui-wakasa.lg.jp/jomon/,若狭町の鳥浜貝塚から出土した遺物を中心に、縄文文化をテーマにした博物館。土偶のお腹をイメージした建物の中には、縄文遺跡から出土した丸木舟や縄文土器、石器、木製品、種子、骨などが展示されています。竪穴式住居が再現されている縄文広場などの憩いの場もあります。
300064,1,道の駅「うみんぴあ大飯」,0770-77-4600,919-2107,おおい町成海1-1-2,135.6280874,35.481815,"9:00～18:00
軽食コーナー　10:00～15:00
ジェラート工房　9:00～17:00",第1・3月曜日（祝日の場合は翌日）,http://michinoeki-ohi.com/,海のみえるフードコート、観光案内所、産地直送の野菜やおおい町の特産、加工品などが数多く並び観光相談、休憩やお食事、お土産選びに最適。地元の食材を使った海鮮丼やジェラートが人気。
300064,2,福井県こども家族館,0770-77-3211,919-2107,福井県大飯郡おおい町成海１−１−１,135.6281724,35.4819127,9:30～17:00　（夏休み期間中　7/21～8/31　9:30～18:00）,月曜日（祝日を除く）、祝日の翌日（土日祝日を除く）、年末年始　（夏休み期間中は無休）,http://www.kodomokazokukan.jp/,ものづくりやクッキングが体験できる工房ゾーン、大型帆船での冒険や日本最大級のボールプールが楽しめるあそび探検ゾーン、乳幼児連れの親子が安心して遊びくつろげる交流ゾーン、子どもたちを家族館の世界へと導くエントランスゾーンなど、遊び・学び・体験が盛りだくさんの体験型児童館です。
300064,3,シーシーパーク,,,,,,,,,
300064,4,エルガイアおおい,0770-77-2144,919-2107,福井県大飯郡おおい町成海１−２,135.629621,35.480146,9:00～17:00,月曜日（祝日の場合は翌平日）、年末年始（12月29日～1月3日）,http://www1.kepco.co.jp/pr/elgaia/,"「遊び、学び、発見！　エネルギーの未来と地球の未来」 
世界最大級のバーチャル映像シアターや、松本零士さん監修の宇宙発電所アトラクション、そしてエネルギーのいまを紹介するパネル展示。
3ゾーンを通じて、楽しみながら学び、考え、発見できるミュージアムです。"
300064,5,ホテルうみんぴあ,0770-77-3700,919-2107,福井県大飯郡おおい町成海１−８,135.6317081,35.4815826,チェックイン：15:00～　チェックアウト：～10:00,年に2回のメンテナンス休館日あり,https://hotel-uminpia.jp,小浜湾を目前にしたロケーションが魅力の観光リゾート施設『HOTEL うみんぴあ』。全室オーシャンビューの客室でご家族そろって、心やすらぐひとときを楽しみませんか。
300064,6,シーサイドスパ おおいの湯,0770-77-2320,919-2107,福井県大飯郡おおい町成海１−８,135.6317081,35.4815826,営業時間　11：00～21：00（最終受付時間20：30）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　プールご利用時間　火/木/日　11：00～19：00　　水/金/土　11：00～20：30,毎週月曜日　※但し祝日の場合は営業となり、翌日が休館日となります。,http://uminpia.com,プールとお風呂、サウナが楽しめる、健康増進、エクササイズとリラクゼーションスパ。
300065,1,きのこの森,0770-78-1713,919-2123,おおい町鹿野42-27,135.56527,35.453039,9:30～17:00（最終入園は16：30）,月曜日（祝日の場合は翌日）、年末年始,http://www.wakasa-ohi.co.jp/kinoko_01.htm,"特産品のきのこをモチーフにしたテーマパーク。シンボルのきのこタワーは高さ30ｍの展望台をシースルーエレベーターで一気に上昇、爽やかな風と自然豊かな眺望が楽しめます。
広々とした芝生広場、全長460mのビッグスライダーや人工芝のソリ用ゲレンデなど子供が大満足の遊具が充実しています。
また、きのこものしり館では世界の珍しいキノコの展示や特産のしいたけ栽培の様子が見学できます。この他、陶芸館では陶芸体験、きのこロードではキノコ観察や自然散策も楽しめます。"
300065,2,くだものがかり,080-2958-6695,919-2124,福井県大飯郡おおい町小車田16−２６,135.565822,35.451664,9:30～16:00（受付はPM15：00まで）,"毎週月曜日
第1，3金曜日
（定休日が祝日の場合、翌日がお休みとなります）
年末年始
1月2月は不定休となりますHPで都度ご確認下さい。
いちごの生りで急遽休園する場合もあります。",http://kudamonogakari.jp/strawberry/,福井県大飯郡にある、いちご狩り体験・もも狩り体験ができる農園です。 駐車場から園内までバリアフリーの為、ベビーカーや車いすでの移動もらくらくです！
300066,1,道の駅「名田庄」,0770-67-2255,917-0375,おおい町名田庄納田終109-4-1,135.584252,35.394641,"4～11月 9:00～18:30
12～2月 10:00～17:30
3月 9:00～18:00","4～11月 第1・3・5水曜日
12～3月 毎週水曜日,年末年始",http://www.natasho.co.jp/michinoeki/,道の駅グランプリ2000でデザイン賞を受賞。物産館には地元や近隣の特産品が並びます。名田庄特産の自然薯を使った、ここでしか食べられない自然薯ジェラートをぜひご賞味ください。
300066,2,おおい町暦会館,0770-67-2876,917-0375,福井県大飯郡おおい町名田庄納田終１１１−７,135.585343,35.395336,9:00～16:00,水曜日、年末年始,https://ooi-koyomi.info/,校倉造りの暦会館は、他では見られない昔の天文器具や古い時代の暦など、暦に関する資料がいっぱいのユニークな資料館。日本の天文暦学の祖安倍晴明の子孫が応仁の戦禍を逃れ、この地に移り住んだことにちなんで建てられました。
300066,3,町営ホテル流星館,0770-67-3000,917-0375,福井県大飯郡おおい町名田庄納田終１０９−６−１,135.584691,35.395062,-,-,http://www.natasho.co.jp/ryuseikan/,山の自然と美しい星空を満喫できるホテル。 スポーツ施設やバーベキューなどの設備も充実し身も心もリフレッシュできます。
300067,1,赤礁崎オートキャンプ場,0770-77-2800,919-2101,おおい町大島21-95,135.66513,35.532753,（ログハウス・ケビン）14:00～翌日10:00、（その他宿泊）13:00～翌日11:00、（日帰り）10:00～14:00,冬季休業12月中旬～3月中旬,http://www.wakasa-ohi.co.jp/,美しい”若狭湾”を目の前に、潮騒の音に目覚め、星空の下で楽しいバーベキューを満喫できるキャンプ場です。ゆったりとったオートキャンプ場は80区画。別荘気分が味わえる2階建てのログハウスが10棟、ケビンが14棟、炊事場、シャワー、水洗トイレ、コインランドリーなどを完備したサニタリー棟も8ヘクタールのサイト内に4ヶ所設けています。
300068,1,道の駅「シーサイド高浜」,0770-72-6666,919-2205,高浜町下車持46-10,135.595498,35.489068,"物産館　10：00～18：00
レストラン　10：00～18：00（ラストオーダー17：30）",物産館：年中無休（但し、メンテナンス日有り）,https://peraichi.com/landing_pages/view/michinoeki-seasidetakahama,"【物産コーナー】
高浜町や福井県のおみやげ品をはじめ、水産加工品などの特産品や産直野菜なども取り揃えています。
鯖のへしこ・羽二重餅・源六餅・小鯛ささ漬け・焼鯖寿司・杜仲茶・梅干し・若狭漬け・味噌・千成屋醤油・自然薯そば・産直野菜・水産加工品など様々なおみやげ品が揃います。

【レストラン】
麺とスープにこだわったラーメンを中心に、お子様からご年配のお客様まで幅広いニーズに沿ったメニューをご用意しております。

【情報コーナー＆休憩所】
24時間開放併設のトイレともに24時間ご利用いただけます。休憩施設内wi-fi使用可。

【温浴施設「湯っぷる」】
道の駅「シーサイド高浜」内にある温浴施設"
300069,1,健康長寿の里　青葉山ハーバルビレッジ,0770-50-9012,919-2371,高浜町中山2-4,135.4986444,35.4977881,"10:00 ～ 17:00（駐車場は8:30～利用可）
（カフェ：Lo 16：30　冬季はLo 15：30
　季節によって営業時間が変わる場合があります。）","毎週水曜定休（祝日の場合は翌日）
（冬季は火曜日も定休日となります。）
年末年始（12/27 ～ 1/4）
カフェ・ショップは季節によって営業時間が変わります。
冬期は積雪による臨時休業の場合がございます。",http://www.herbal-village.jp/,"「薬草の宝庫」である青葉山の麓にあるハーバルビレッジは、 薬草に特化した「食」や、薬草茶づくり体験など、おいしい空気と薬草で楽しみながら健康になれる場所です。
"
300070,1,UMIKARA,0770-72-3528,919-2228,高浜町塩⼟5-1,135.546931,35.493141,9:00～20:00,無休,https://umikara.co.jp/,"漁港と隣接した立地条件を存分に生かし、毎日、水揚げされた新鮮な魚介をお客様に提供します。
魚介を使ったお惣菜、加工品などもバラエティ豊かに取り扱い、毎日のお買い物から旅行のおみやげ選びまで。
魚とともに歩みはじめるUMIKARAに、どうぞご期待ください。"
300070,2,パピィフルーツパーク,0770-50-7729,919-2352,福井県大飯郡高浜町鎌倉,135.453808,35.521568,9:00～15:00,無休,http://pappyfruitspark.com/,パピィフルーツパークでは、高設栽培でいちごを栽培しています。山の上で栽培しているので、寒暖の差があり、非常にゆっくりいちごが熟していきます。ゆっくり熟すことで、長い間、樹についているので甘味、うまみが非常に凝縮したいちごが生まれます。
